"","cid","organism","testtype","route","dose_mg_per_kg","effect","reference","cmpdname","category","who_hazard_class"
"865",6327657,"mouse","LD50","oral","209","NULL","Yakkyoku.  Pharmacy., 30(505), 1979","Triphenyltin hydroxide","Terrestrial","II"
"866",6327657,"rabbit","LD50","skin","1600","NULL","Farm Chemicals Handbook., -(C315), 1991","Triphenyltin hydroxide","Terrestrial","II"
"867",6327657,"rabbit","LDLo","intravenous","25","SENSE ORGANS AND SPECIAL SENSES: MYDRIASIS (PUPILLARY DILATION): EYE; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","Clinical Toxicology., 13(281), 1978 [PMID:310751]","Triphenyltin hydroxide","Terrestrial","Ib"
"868",6327657,"mammal (species unspecified)","LD50","unreported","500","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(302), 1971","Triphenyltin hydroxide","Terrestrial","II"
"869",6336,"rat","LD50","oral","1600","NULL","Pesticide Manual., 9(601), 1991","Myclobutanil","Terrestrial","II"
"870",6336,"rat","LDLo","skin","2229","NULL","Defense des Vegetaux., 40(242)(9), 1986","Myclobutanil","Terrestrial","III"
"871",6336,"mouse","LDLo","oral","1300","BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA; SKIN AND APPENDAGES (SKIN): OTHER GLANDS: OTHER","National Technical Information Service., OTS0570641","Myclobutanil","Terrestrial","II"
"872",6336,"rabbit","LD50","skin","7500","NULL","Proceedings-British Crop Protection Conference-Pests and Diseases., -(55), 1986","Myclobutanil","Terrestrial","U"
"873",637511,"rat","LD50","oral","2220","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","Food and Cosmetics Toxicology., 2(327), 1964","Cinnamaldehyde","Terrestrial","III"
"874",637511,"mouse","LD50","oral","2225","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Yakugaku Zasshi.  Journal of Pharmacy., 92(135), 1972 [PMID:5063928]","Cinnamaldehyde","Terrestrial","III"
"875",637511,"mouse","LD50","intraperitoneal","200","NULL","FAO Nutrition Meetings Report Series., 44A(16), 1967","Cinnamaldehyde","Terrestrial","II"
"876",637511,"mouse","LD50","intravenous","75","NULL","U.S. Army Armament Research & Development Command, Chemical Systems Laboratory, NIOSH Exchange Chemicals., NX#07571","Cinnamaldehyde","Terrestrial","II"
"877",637511,"mouse","LDLo","parenteral","200","NULL","Summary Tables of Biological Tests, National Research Council Chemical-Biological Coordination Center., 7(687), 1955","Cinnamaldehyde","Terrestrial","II"
"878",637511,"guinea pig","LD50","oral","1160","BEHAVIORAL: COMA","Food and Cosmetics Toxicology., 2(327), 1964","Cinnamaldehyde","Terrestrial","II"
"879",6423,"rat","LD50","oral","250","NULL","Dow Chemical Company Reports., -(-), 1972","Chloropicrin","Terrestrial","II"
"880",6423,"mouse","LD50","intraperitoneal","25","NULL","Khimiko-Farmatsevticheskii Zhurnal.  Chemical Pharmaceutical Journal.  For English translation, see PCJOAU., 10(6)(53), 1976","Chloropicrin","Terrestrial","Ib"
"881",6434236,"rat","LD50","oral","4900","NULL","Farm Chemicals Handbook., -(C178), 1991","Kinoprene","Terrestrial","III"
"882",6434236,"dog","LD50","oral","3160","NULL","Farm Chemicals Handbook., -(C178), 1991","Kinoprene","Terrestrial","III"
"883",6435890,"rat","LD50","oral","10","NULL","Merck Index; an Encyclopedia of Chemicals, Drugs, and Biologicals, 11th ed., Rahway, NJ 07065, Merck & Co., Inc. 1989, 11(3), 1989","avermectin B1","Terrestrial","Ib"
"884",6435890,"monkey","LD50","oral","17","NULL","Defense des Vegetaux., 42(249-250)(41), 1988","avermectin B1","Terrestrial","Ib"
"885",6436604,"rat","LD50","oral","1790","NULL","Farm Chemicals Handbook., -(C317), 1991","Uniconazole","Terrestrial","II"
"886",6442842,"quail","LD50","oral","1800","NULL","Pesticide Manual., 9(73), 1991","Bifenthrin","Terrestrial","II"
"887",6442842,"duck","LD50","oral","4450","NULL","Pesticide Manual., 9(73), 1991","Bifenthrin","Aquatic","III"
"888",6466,"rat","LD50","oral","6300","NULL","Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 3(43), 1976/1977","Gibberellic acid","Terrestrial","U"
"889",6466,"mouse","LD50","oral","8500","NULL","Yakkyoku.  Pharmacy., 30(623), 1979","Gibberellic acid","Terrestrial","U"
"890",65174,"rat","LD50","oral","11400","NULL","Science Reports of the Research Institutes, Tohoku University, Series C: Medicine., 36(1-4)(10), 1989","Kasugamycin","Terrestrial","U"
"891",6720,"rat","LD50","oral","1100","NULL","Fundamental and Applied Toxicology., 7(299), 1986","Pentachloronitrobenzene","Terrestrial","II"
"892",6720,"mouse","LD50","oral","1400","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(96), 1982","Pentachloronitrobenzene","Terrestrial","II"
"893",6720,"dog","LD","oral","2500","GASTROINTESTINAL: NAUSEA OR VOMITING","Archives Internationales de Pharmacodynamie et de Therapie., 114(38), 1958 [PMID:13522290]","Pentachloronitrobenzene","Terrestrial","III"
"894",6720,"rabbit","LD50","oral","800","NULL","Archives Internationales de Pharmacodynamie et de Therapie., 114(38), 1958 [PMID:13522290]","Pentachloronitrobenzene","Terrestrial","II"
"895",6720,"mouse","LD50","intraperitoneal","4500","NULL","Archives of Toxicology., 51(329), 1982","Pentachloronitrobenzene","Terrestrial","III"
"896",6758,"human","LDLo","oral","143","GASTROINTESTINAL: OTHER CHANGES","Toxicology of Drugs and Chemicals, Deichmann, W.B., New York, Academic Press, Inc., 1969, -(521), 1969","Rotenone","Terrestrial","II"
"897",6758,"man","LDLo","unreported","294","NULL","Poisoning; Toxicology, Symptoms, Treatments, 2nd ed., Arena, J.M., Springfield, IL, C.C. Thomas, 1970, 2(73), 1970","Rotenone","Terrestrial","II"
"898",6758,"rat","LD50","oral","60","NULL","Down to Earth., 35(25), 1979","Rotenone","Terrestrial","II"
"899",6758,"rat","LD50","skin","940","NULL","World Review of Pest Control., 9(119), 1970","Rotenone","Terrestrial","II"
"900",6758,"rat","LD50","unreported","132","NULL","Journal of Environmental Science and Health, Part B: Pesticides, Food Contaminants, and Agricultural Wastes., 15(929), 1980 [PMID:7002993]","Rotenone","Terrestrial","II"
"901",6758,"dog","LDLo","oral","300","GASTROINTESTINAL: ULCERATION OR BLEEDING FROM STOMACH; GASTROINTESTINAL: NAUSEA OR VOMITING","Journal of Pharmacology and Experimental Therapeutics., 43(193), 1931","Rotenone","Terrestrial","II"
"902",6758,"rabbit","LDLo","oral","1600","GASTROINTESTINAL: ULCERATION OR BLEEDING FROM STOMACH; GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","Journal of Pharmacology and Experimental Therapeutics., 43(193), 1931","Rotenone","Terrestrial","II"
"903",6758,"rabbit","LDLo","subcutaneous","20","NULL","Journal of Pharmacology and Experimental Therapeutics., 43(193), 1931","Rotenone","Terrestrial","Ib"
"904",6758,"rabbit","LDLo","intramuscular","5","NULL","Journal of Pharmacology and Experimental Therapeutics., 43(193), 1931","Rotenone","Terrestrial","Ib"
"905",6758,"guinea pig","LDLo","oral","100","LUNGS, THORAX, OR RESPIRATION: CHRONIC PULMONARY EDEMA; GASTROINTESTINAL: ULCERATION OR BLEEDING FROM STOMACH","Proceedings of the Society for Experimental Biology and Medicine., 34(135), 1936","Rotenone","Terrestrial","II"
"906",6758,"guinea pig","LDLo","intraperitoneal","10","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION","Proceedings of the Society for Experimental Biology and Medicine., 34(135), 1936","Rotenone","Terrestrial","Ib"
"907",6758,"pigeon","LDLo","intravenous","1","BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION; GASTROINTESTINAL: NAUSEA OR VOMITING","Journal of Pharmacology and Experimental Therapeutics., 43(193), 1931","Rotenone","Terrestrial","Ia"
"908",6758,"frog","LDLo","oral","4","LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Journal of Pharmacology and Experimental Therapeutics., 43(193), 1931","Rotenone","Aquatic","Ia"
"909",6795,"man","TDLo","oral","857","BEHAVIORAL: TREMOR; CARDIAC: OTHER CHANGES; KIDNEY, URETER, AND BLADDER: URINE VOLUME DECREASED","Journal of Toxicology, Clinical Toxicology., 37(360), 1999","Diquat","Terrestrial","II"
"910",6795,"rat","LD50","oral","231","NULL","Pesticide Manual., 9(316), 1991","Diquat","Terrestrial","II"
"911",6795,"mouse","LD50","oral","125","NULL","Pesticide Manual., 9(316), 1991","Diquat","Terrestrial","II"
"912",6795,"dog","LD50","oral","100","NULL","Pesticide Manual., 9(316), 1991","Diquat","Terrestrial","II"
"913",6795,"rabbit","LD50","oral","101","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LUNGS, THORAX, OR RESPIRATION: DYSPNEA","British Journal of Industrial Medicine., 27(51), 1970 [PMID:5418919]","Diquat","Terrestrial","II"
"914",6795,"rabbit","LD50","skin","400","NULL","British Journal of Industrial Medicine., 27(51), 1970 [PMID:5418919]","Diquat","Terrestrial","II"
"915",6795,"guinea pig","LD50","oral","100","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LUNGS, THORAX, OR RESPIRATION: DYSPNEA","British Journal of Industrial Medicine., 27(51), 1970 [PMID:5418919]","Diquat","Terrestrial","II"
"916",6795,"chicken","LD50","oral","200","NULL","Pesticide Manual., 9(316), 1991","Diquat","Terrestrial","II"
"917",6795,"bird - domestic","LD50","oral","295","NULL","Pesticide Manual., 9(316), 1991","Diquat","Terrestrial","II"
"918",6795,"domestic animals - goat/sheep","LD50","oral","30","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LUNGS, THORAX, OR RESPIRATION: DYSPNEA","British Journal of Industrial Medicine., 27(51), 1970 [PMID:5418919]","Diquat","Terrestrial","Ib"
"919",6862,"rat","LD50","intraperitoneal","100","NULL","Pesticide & Toxic Chemical News., 9(10), 1980","1-Naphthylacetic acid","Terrestrial","II"
"920",6862,"mouse","LD50","oral","743","NULL","Toho Igakkai Zasshi.  Journal of Medical Society of Toho University., 14(132), 1967","1-Naphthylacetic acid","Terrestrial","II"
"921",6862,"mouse","LD50","intraperitoneal","609","NULL","Toho Igakkai Zasshi.  Journal of Medical Society of Toho University., 15(443), 1968","1-Naphthylacetic acid","Terrestrial","II"
"922",6862,"mouse","LD50","subcutaneous","733","NULL","Toho Igakkai Zasshi.  Journal of Medical Society of Toho University., 15(443), 1968","1-Naphthylacetic acid","Terrestrial","II"
"923",6950,"rat","LD50","oral","25","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Toxicology and Applied Pharmacology., 7(353), 1965","Dinoseb","Terrestrial","Ib"
"924",6950,"rat","LD50","skin","80","NULL","World Review of Pest Control., 9(119), 1970","Dinoseb","Terrestrial","II"
"925",6950,"mouse","LD50","oral","16","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(61), 1982","Dinoseb","Terrestrial","Ib"
"926",6950,"mouse","LDLo","skin","40","NULL","Toxicology and Applied Pharmacology., 7(353), 1965","Dinoseb","Terrestrial","Ib"
"927",6950,"mouse","LD50","intraperitoneal","10","NULL","Biochemical Pharmacology., 18(1389), 1969 [PMID:5799112]","Dinoseb","Terrestrial","Ib"
"928",6950,"rabbit","LD50","skin","80","NULL","Pesticide Manual., 9(306), 1991","Dinoseb","Terrestrial","II"
"929",6950,"guinea pig","LD50","oral","20","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Toxicology and Applied Pharmacology., 7(353), 1965","Dinoseb","Terrestrial","Ib"
"930",6950,"guinea pig","LDLo","skin","500","NULL","Journal of Industrial Hygiene and Toxicology., 30(10), 1948","Dinoseb","Terrestrial","II"
"931",6950,"chicken","LD50","oral","26","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A159(1984)","Dinoseb","Terrestrial","Ib"
"932",6950,"duck","LD50","oral","9","NULL","Down to Earth., 35(25), 1979","Dinoseb","Aquatic","Ib"
"933",6950,"mammal (species unspecified)","LD50","unreported","60","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(98), 1971","Dinoseb","Terrestrial","II"
"934",7153,"rat","LD50","oral","650","NULL","World Review of Pest Control., 9(119), 1970","Mecoprop","Terrestrial","II"
"935",7153,"mouse","LD50","oral","369","NULL","Roczniki Panstwowego Zakladu Higieny., 31(373), 1980 [PMID:7433826]","Mecoprop","Terrestrial","II"
"936",7153,"mouse","LD50","unreported","650","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(173), 1971","Mecoprop","Terrestrial","II"
"937",7153,"rabbit","LD50","skin","900","NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(683), 1966","Mecoprop","Terrestrial","II"
"938",7153,"quail","LD50","unreported","500","NULL","Farm Chemicals Handbook., -(C193), 1991","Mecoprop","Terrestrial","II"
"939",7153,"rat","LD50","intraperitoneal","402","NULL","Toxicology., 3(349), 1975 [PMID:123666]","Mecoprop","Terrestrial","II"
"940",7204,"man","LDLo","oral","814","BEHAVIORAL: COMA; VASCULAR: BP LOWERING NOT CHARACTERIZED IN AUTONOMIC SECTION","British Medical Journal., 2(629), 1965","(4-Chloro-2-methylphenoxy)acetic acid","Terrestrial","II"
"941",7204,"rat","LD50","oral","700","GASTROINTESTINAL: GASTRITIS; BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LIVER: FATTY LIVER DEGERATION","American Journal of Veterinary Research., 15(622), 1954 [PMID:13207589]","(4-Chloro-2-methylphenoxy)acetic acid","Terrestrial","II"
"942",7204,"mouse","LD50","oral","439","NULL","Roczniki Panstwowego Zakladu Higieny., 31(373), 1980 [PMID:7433826]","(4-Chloro-2-methylphenoxy)acetic acid","Terrestrial","II"
"943",7204,"mouse","LDLo","subcutaneous","28","NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(711), 1966","(4-Chloro-2-methylphenoxy)acetic acid","Terrestrial","Ib"
"944",7204,"mouse","LD50","intravenous","28","NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(711), 1966","(4-Chloro-2-methylphenoxy)acetic acid","Terrestrial","Ib"
"945",7204,"quail","LD50","unreported","377","NULL","Farm Chemicals Handbook., -(C191), 1991","(4-Chloro-2-methylphenoxy)acetic acid","Terrestrial","II"
"946",7204,"guinea pig","LD50","oral","700","NULL","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 31(2)(31), 1987","(4-Chloro-2-methylphenoxy)acetic acid","Terrestrial","II"
"947",7207,"rat","LD50","oral","680","NULL","World Review of Pest Control., 9(119), 1970","4-(4-Chloro-2-methylphenoxy)butanoic acid","Terrestrial","II"
"948",7207,"mouse","LD50","oral","800","NULL","Farm Chemicals Handbook., -(C303), 1991","4-(4-Chloro-2-methylphenoxy)butanoic acid","Terrestrial","II"
"949",72476,"mouse","LD50","oral","9600","NULL","Farm Chemicals Handbook., -(C245), 1991","Polyoxin d","Terrestrial","U"
"950",72476,"mouse","LD50","intravenous","100","NULL","CRC Handbook of Antibiotic Compounds, Vols.1- ,  Berdy, J., Boca Raton, FL, CRC Press, 1980, 5(247), 1981","Polyoxin d","Terrestrial","II"
"951",73281,"quail","LD50","oral","2250","NULL","Farm Chemicals Handbook., -(C219), 1991","Nicosulfuron","Terrestrial","III"
"952",73282,"rat","LD50","oral","5050","NULL","Farm Chemicals Handbook., -(C18), 1991","Triasulfuron","Terrestrial","U"
"953",73282,"quail","LD50","oral","2150","NULL","Pesticide Manual., 9(837), 1991","Triasulfuron","Terrestrial","III"
"954",73670,"rat","LD50","oral","3200","NULL","Proceedings-British Crop Protection Conference-Pests and Diseases., -(67), 1981","Clofentezine","Terrestrial","III"
"955",73670,"rat","LD50","skin","1332","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A543(1984)","Clofentezine","Terrestrial","II"
"956",73670,"mouse","LD50","oral","3200","NULL","Proceedings-British Crop Protection Conference-Pests and Diseases., -(67), 1981","Clofentezine","Terrestrial","III"
"957",73670,"quail","LD50","oral","750","NULL","Proceedings-British Crop Protection Conference-Pests and Diseases., -(67), 1981","Clofentezine","Terrestrial","II"
"958",73671,"rat","LD50","oral","1300","NULL","Pesticide Manual., 9(664), 1991","Paclobutrazol","Terrestrial","II"
"959",73671,"mouse","LD50","oral","490","NULL","Pesticide Manual., 9(644), 1991","Paclobutrazol","Terrestrial","II"
"960",73671,"rabbit","LD50","oral","840","NULL","Pesticide Manual., 9(644), 1991","Paclobutrazol","Terrestrial","II"
"961",73671,"guinea pig","LD50","oral","400","NULL","Pesticide Manual., 9(644), 1991","Paclobutrazol","Terrestrial","II"
"962",73671,"duck","LD50","oral","7900","NULL","Pesticide Manual., 9(644), 1991","Paclobutrazol","Aquatic","U"
"963",73672,"rabbit","LD50","skin","200","NULL","Proceedings of the British Crop Protection Conference - Weeds., -(47), 1982","Isoxaben","Terrestrial","II"
"964",7430,"rat","LD50","oral","2400","BEHAVIORAL: TREMOR; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA","Office of Toxic Substances Report., OTS","2,6-Dichloro-4-nitroaniline","Terrestrial","III"
"965",7430,"mouse","LD50","oral","1500","NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(343), 1966","2,6-Dichloro-4-nitroaniline","Terrestrial","II"
"966",7430,"mouse","LD50","intravenous","56","NULL","U.S. Army Armament Research & Development Command, Chemical Systems Laboratory, NIOSH Exchange Chemicals., NX#03022","2,6-Dichloro-4-nitroaniline","Terrestrial","II"
"967",7430,"mouse","LD50","unreported","4490","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: EXCITEMENT; BEHAVIORAL: ATAXIA","Gigiena i Sanitariya.  For English translation, see HYSAAV., 54(11)(4), 1989","2,6-Dichloro-4-nitroaniline","Terrestrial","III"
"968",7430,"guinea pig","LD50","oral","1450","NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(343), 1966","2,6-Dichloro-4-nitroaniline","Terrestrial","II"
"969",7430,"mammal (species unspecified)","LD50","unreported","1500","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(87), 1971","2,6-Dichloro-4-nitroaniline","Terrestrial","II"
"970",784,"rat","LD50","oral","1518","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY)","Toho Igakkai Zasshi.  Journal of Medical Society of Toho University., 23(531), 1976","Hydrogen Peroxide","Terrestrial","II"
"971",784,"man","LDLo","oral","1429","BEHAVIORAL: COMA; GASTROINTESTINAL: CHANGE IN STRUCTURE OR FUNCTION OF ESOPHAGUS; GASTROINTESTINAL: NAUSEA OR VOMITING","Sudebno-Meditsinskaya Ekspertiza.  Forensic Medical Examination., 17(1)(53), 1974","Hydrogen Peroxide","Terrestrial","II"
"972",784,"women","TDLo","oral","1200","GASTROINTESTINAL: GASTRITIS; GASTROINTESTINAL: NAUSEA OR VOMITING","Annals of Emergency Medicine., 21(1391), 1992 [PMID:1416338]","Hydrogen Peroxide","Terrestrial","II"
"973",784,"rabbit","LD50","oral","820","GASTROINTESTINAL: PERITONITIS; BLOOD: PIGMENTED OR NUCLEATED RED BLLOD CELLS; BLOOD: CHANGES IN LEUCOCYTE (WBC) COUNT","Spravochnik po Toksikologii i Gigienicheskim Normativam, -(39), 1999","Hydrogen Peroxide","Terrestrial","II"
"974",784,"women","TDLo","oral","9460","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: CYANOSIS; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Annals of Emergency Medicine., 18(778), 1989 [PMID:2735599]","Hydrogen Peroxide","Terrestrial","U"
"975",784,"child","LDLo","oral","8500","BRAIN AND COVERINGS: OTHER DEGENERATIVE CHANGES; PERIPHERAL NERVE AND SENSATION: SPASTIC PARALYSIS WITH OR WITHOUT SENSORY CHANGE; BLOOD: HEMORRHAGE","Critical Care Medicine., 20(543), 1992 [PMID:1559371]","Hydrogen Peroxide","Terrestrial","U"
"976",784,"rat","LD50","oral","910","GASTROINTESTINAL: PERITONITIS; BLOOD: PIGMENTED OR NUCLEATED RED BLLOD CELLS; BLOOD: CHANGES IN LEUCOCYTE (WBC) COUNT","Spravochnik po Toksikologii i Gigienicheskim Normativam, -(39), 1999","Hydrogen Peroxide","Terrestrial","II"
"977",784,"rat","LD50","oral","376","GASTROINTESTINAL: PERITONITIS; BLOOD: PIGMENTED OR NUCLEATED RED BLLOD CELLS; BLOOD: CHANGES IN LEUCOCYTE (WBC) COUNT","Spravochnik po Toksikologii i Gigienicheskim Normativam, -(39), 1999","Hydrogen Peroxide","Terrestrial","II"
"978",784,"rat","LD50","skin","4060","LUNGS, THORAX, OR RESPIRATION: PULMONARY EMBOLI","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 21(10)(22), 1977","Hydrogen Peroxide","Terrestrial","III"
"979",784,"rat","LD50","subcutaneous","620","NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 48(6)(28), 1983","Hydrogen Peroxide","Terrestrial","II"
"980",784,"mouse","LD50","intraperitoneal","880","NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 48(6)(28), 1983","Hydrogen Peroxide","Terrestrial","II"
"981",784,"mouse","LD50","subcutaneous","1072","NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 48(6)(28), 1983","Hydrogen Peroxide","Terrestrial","II"
"982",784,"rabbit","LDLo","skin","500","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","U.S. Army, Chemical Corps Medical Laboratories Research Reports., #75(1951)","Hydrogen Peroxide","Terrestrial","II"
"983",8158,"mouse","LD50","intravenous","224","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Acta Pharmacologica et Toxicologica., 18(141), 1961 [PMID:14482340]","Nonanoic acid","Terrestrial","II"
"984",8268,"rat","LD50","oral","575","NULL","World Review of Pest Control., 9(119), 1970","Dicofol","Terrestrial","II"
"985",8268,"rat","LD50","skin","100","NULL","World Review of Pest Control., 9(119), 1970","Dicofol","Terrestrial","II"
"986",8268,"rat","LD50","intraperitoneal","1150","NULL","Toxicology and Applied Pharmacology., 15(30), 1969 [PMID:5798730]","Dicofol","Terrestrial","II"
"987",8268,"mouse","LD50","oral","420","NULL","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 19(9)(55), 1975","Dicofol","Terrestrial","II"
"988",8268,"rabbit","LD50","oral","1810","BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Toxicology and Applied Pharmacology., 1(119), 1959","Dicofol","Terrestrial","II"
"989",8268,"rabbit","LD50","skin","1870","NULL","Guide to the Chemicals Used in Crop Protection., 6(195), 1973","Dicofol","Terrestrial","II"
"990",8268,"guinea pig","LD50","oral","1810","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Dicofol","Terrestrial","II"
"991",8268,"chicken","LD50","oral","4365","NULL","Veterinariya.  Veterinary Science., 60(10)(64), 1984","Dicofol","Terrestrial","III"
"992",8268,"mammal (species unspecified)","LD50","unreported","433","NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 38(8)(101), 1973","Dicofol","Terrestrial","II"
"993",8427,"rat","LD50","oral","344","NULL","Acute Toxicity Data. Journal of the American College of Toxicology, Part B., 1(177), 1992","Dichlorprop","Terrestrial","II"
"994",8427,"rat","LD50","skin","1880","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY)","Gigiena i Sanitariya.  For English translation, see HYSAAV., 50(9)(22), 1985","Dichlorprop","Terrestrial","II"
"995",8427,"mouse","LD50","oral","309","NULL","Roczniki Panstwowego Zakladu Higieny., 31(373), 1980 [PMID:7433826]","Dichlorprop","Terrestrial","II"
"996",8427,"mouse","LD50","skin","1400","NULL","Pesticide Index, Frear, E.H., ed., State College, PA, College Science Pub., 1969, 5(76), 1976","Dichlorprop","Terrestrial","II"
"997",8427,"mouse","LD50","subcutaneous","1400","NULL","Prehled Prumyslove Toxikologie; Organicke Latky, Marhold, J., Prague, Czechoslovakia, Avicenum, 1986, -(547), 1986","Dichlorprop","Terrestrial","II"
"998",8427,"guinea pig","LD50","oral","620","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY); BEHAVIORAL: COMA","Gigiena i Sanitariya.  For English translation, see HYSAAV., 50(9)(22), 1985","Dichlorprop","Terrestrial","II"
"999",86102,"rat","LD50","oral","3352","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: ATAXIA; KIDNEY, URETER, AND BLADDER: URINE VOLUME INCREASED","National Technical Information Service., OTS0545183","Tebuconazole","Terrestrial","III"
"1000",86102,"rat","LD50","intraperitoneal","395","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY); BEHAVIORAL: ATAXIA","National Technical Information Service., OTS0545183","Tebuconazole","Terrestrial","II"
"1001",86102,"mouse","LD50","oral","1615","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY); BEHAVIORAL: ATAXIA","National Technical Information Service., OTS0545183","Tebuconazole","Terrestrial","II"
"1002",86102,"chicken","LD50","oral","4488","NULL","Pesticide Manual., 9(785), 1991","Tebuconazole","Terrestrial","III"
"1003",86102,"quail","LD50","oral","2912","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","National Technical Information Service., OTS0545273","Tebuconazole","Terrestrial","III"
"1004",86132,"rat","LD50","oral","1020","NULL","Pesticide Manual., 9(215), 1991","Cyproconazole","Terrestrial","II"
