"cid","organism","testtype","route","dose","effect","reference","cmpdname","...9"
"6327657","rat","LD50","oral","46 mg/kg","NULL","Progress Report for Contract No. NIH-NCI-E-C-72-3252, Submitted to the National Cancer Institute by Litton Bionetics, Inc., NCI-E-C-72-3252(1973)","Triphenyltin hydroxide",NA
"6327657","rat","LDLo","intraperitoneal","100 mg/kg","NULL","National Academy of Sciences, National Research Council, Chemical-Biological Coordination Center, Review., 5(46), 1953","Triphenyltin hydroxide",NA
"6327657","mouse","LD50","oral","209 mg/kg","NULL","Yakkyoku.  Pharmacy., 30(505), 1979","Triphenyltin hydroxide",NA
"6327657","rabbit","LD50","skin","1600 mg/kg","NULL","Farm Chemicals Handbook., -(C315), 1991","Triphenyltin hydroxide",NA
"6327657","rabbit","LDLo","intravenous","25 mg/kg","SENSE ORGANS AND SPECIAL SENSES: MYDRIASIS (PUPILLARY DILATION): EYE; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","Clinical Toxicology., 13(281), 1978 [PMID:310751]","Triphenyltin hydroxide",NA
"6327657","mammal (species unspecified)","LD50","unreported","500 mg/kg","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(302), 1971","Triphenyltin hydroxide",NA
"6336","rat","LD50","oral","1600 mg/kg","NULL","Pesticide Manual., 9(601), 1991","Myclobutanil",NA
"6336","rat","LDLo","skin","2229 mg/kg","NULL","Defense des Vegetaux., 40(242)(9), 1986","Myclobutanil",NA
"6336","mouse","LDLo","oral","1300 mg/kg","BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA; SKIN AND APPENDAGES (SKIN): OTHER GLANDS: OTHER","National Technical Information Service., OTS0570641","Myclobutanil",NA
"6336","rabbit","LD50","skin","7500 mg/kg","NULL","Proceedings-British Crop Protection Conference-Pests and Diseases., -(55), 1986","Myclobutanil",NA
"637511","rat","LD50","oral","2220 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","Food and Cosmetics Toxicology., 2(327), 1964","Cinnamaldehyde",NA
"637511","mouse","LD50","oral","2225 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Yakugaku Zasshi.  Journal of Pharmacy., 92(135), 1972 [PMID:5063928]","Cinnamaldehyde",NA
"637511","mouse","LD50","intraperitoneal","200 mg/kg","NULL","FAO Nutrition Meetings Report Series., 44A(16), 1967","Cinnamaldehyde",NA
"637511","mouse","LD50","intravenous","75 mg/kg","NULL","U.S. Army Armament Research & Development Command, Chemical Systems Laboratory, NIOSH Exchange Chemicals., NX#07571","Cinnamaldehyde",NA
"637511","mouse","LDLo","parenteral","200 mg/kg","NULL","Summary Tables of Biological Tests, National Research Council Chemical-Biological Coordination Center., 7(687), 1955","Cinnamaldehyde",NA
"637511","guinea pig","LD50","oral","1160 mg/kg","BEHAVIORAL: COMA","Food and Cosmetics Toxicology., 2(327), 1964","Cinnamaldehyde",NA
"6423","rat","LD50","oral","250 mg/kg","NULL","Dow Chemical Company Reports., -(-), 1972","Chloropicrin",NA
"6423","mouse","LD50","intraperitoneal","25 mg/kg","NULL","Khimiko-Farmatsevticheskii Zhurnal.  Chemical Pharmaceutical Journal.  For English translation, see PCJOAU., 10(6)(53), 1976","Chloropicrin",NA
"6434236","rat","LD50","oral","4900 mg/kg","NULL","Farm Chemicals Handbook., -(C178), 1991","Kinoprene",NA
"6434236","dog","LD50","oral","3160 mg/kg","NULL","Farm Chemicals Handbook., -(C178), 1991","Kinoprene",NA
"6435890","rat","LD50","oral","10 mg/kg","NULL","Merck Index; an Encyclopedia of Chemicals, Drugs, and Biologicals, 11th ed., Rahway, NJ 07065, Merck & Co., Inc. 1989, 11(3), 1989","avermectin B1",NA
"6435890","monkey","LD50","oral","17 mg/kg","NULL","Defense des Vegetaux., 42(249-250)(41), 1988","avermectin B1",NA
"6436604","rat","LD50","oral","1790 mg/kg","NULL","Farm Chemicals Handbook., -(C317), 1991","Uniconazole",NA
"6442842","quail","LD50","oral","1800 mg/kg","NULL","Pesticide Manual., 9(73), 1991","Bifenthrin",NA
"6442842","duck","LD50","oral","4450 mg/kg","NULL","Pesticide Manual., 9(73), 1991","Bifenthrin",NA
"6466","rat","LD50","oral","6300 mg/kg","NULL","Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 3(43), 1976/1977","Gibberellic acid",NA
"6466","mouse","LD50","oral","8500 mg/kg","NULL","Yakkyoku.  Pharmacy., 30(623), 1979","Gibberellic acid",NA
"65174","rat","LD50","oral","11400 mg/kg","NULL","Science Reports of the Research Institutes, Tohoku University, Series C: Medicine., 36(1-4)(10), 1989","Kasugamycin",NA
"6720","rat","LD50","oral","1100 mg/kg","NULL","Fundamental and Applied Toxicology., 7(299), 1986","Pentachloronitrobenzene",NA
"6720","mouse","LD50","oral","1400 mg/kg","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(96), 1982","Pentachloronitrobenzene",NA
"6720","dog","LD","oral","2500 mg/kg","GASTROINTESTINAL: NAUSEA OR VOMITING","Archives Internationales de Pharmacodynamie et de Therapie., 114(38), 1958 [PMID:13522290]","Pentachloronitrobenzene",NA
"6720","rabbit","LD50","oral","800 mg/kg","NULL","Archives Internationales de Pharmacodynamie et de Therapie., 114(38), 1958 [PMID:13522290]","Pentachloronitrobenzene",NA
"6720","mouse","LD50","intraperitoneal","4500 mg/kg","NULL","Archives of Toxicology., 51(329), 1982","Pentachloronitrobenzene",NA
"6758","human","LDLo","oral","143 mg/kg","GASTROINTESTINAL: OTHER CHANGES","Toxicology of Drugs and Chemicals, Deichmann, W.B., New York, Academic Press, Inc., 1969, -(521), 1969","Rotenone",NA
"6758","man","LDLo","unreported","294 mg/kg","NULL","Poisoning; Toxicology, Symptoms, Treatments, 2nd ed., Arena, J.M., Springfield, IL, C.C. Thomas, 1970, 2(73), 1970","Rotenone",NA
"6758","rat","LD50","oral","60 mg/kg","NULL","Down to Earth., 35(25), 1979","Rotenone",NA
"6758","rat","LD50","skin","940 mg/kg","NULL","World Review of Pest Control., 9(119), 1970","Rotenone",NA
"6758","rat","LD50","unreported","132 mg/kg","NULL","Journal of Environmental Science and Health, Part B: Pesticides, Food Contaminants, and Agricultural Wastes., 15(929), 1980 [PMID:7002993]","Rotenone",NA
"6758","dog","LDLo","oral","300 mg/kg","GASTROINTESTINAL: ULCERATION OR BLEEDING FROM STOMACH; GASTROINTESTINAL: NAUSEA OR VOMITING","Journal of Pharmacology and Experimental Therapeutics., 43(193), 1931","Rotenone",NA
"6758","rabbit","LDLo","oral","1600 mg/kg","GASTROINTESTINAL: ULCERATION OR BLEEDING FROM STOMACH; GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","Journal of Pharmacology and Experimental Therapeutics., 43(193), 1931","Rotenone",NA
"6758","rabbit","LDLo","subcutaneous","20 mg/kg","NULL","Journal of Pharmacology and Experimental Therapeutics., 43(193), 1931","Rotenone",NA
"6758","rabbit","LDLo","intramuscular","5 mg/kg","NULL","Journal of Pharmacology and Experimental Therapeutics., 43(193), 1931","Rotenone",NA
"6758","guinea pig","LDLo","oral","100 mg/kg","LUNGS, THORAX, OR RESPIRATION: CHRONIC PULMONARY EDEMA; GASTROINTESTINAL: ULCERATION OR BLEEDING FROM STOMACH","Proceedings of the Society for Experimental Biology and Medicine., 34(135), 1936","Rotenone",NA
"6758","guinea pig","LDLo","intraperitoneal","10 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION","Proceedings of the Society for Experimental Biology and Medicine., 34(135), 1936","Rotenone",NA
"6758","pigeon","LDLo","intravenous","1 mg/kg","BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION; GASTROINTESTINAL: NAUSEA OR VOMITING","Journal of Pharmacology and Experimental Therapeutics., 43(193), 1931","Rotenone",NA
"6758","frog","LDLo","oral","4 mg/kg","LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Journal of Pharmacology and Experimental Therapeutics., 43(193), 1931","Rotenone",NA
"6795","man","TDLo","oral","857 mg/kg","BEHAVIORAL: TREMOR; CARDIAC: OTHER CHANGES; KIDNEY, URETER, AND BLADDER: URINE VOLUME DECREASED","Journal of Toxicology, Clinical Toxicology., 37(360), 1999","Diquat",NA
"6795","rat","LD50","oral","231 mg/kg","NULL","Pesticide Manual., 9(316), 1991","Diquat",NA
"6795","mouse","LD50","oral","125 mg/kg","NULL","Pesticide Manual., 9(316), 1991","Diquat",NA
"6795","dog","LD50","oral","100 mg/kg","NULL","Pesticide Manual., 9(316), 1991","Diquat",NA
"6795","rabbit","LD50","oral","101 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LUNGS, THORAX, OR RESPIRATION: DYSPNEA","British Journal of Industrial Medicine., 27(51), 1970 [PMID:5418919]","Diquat",NA
"6795","rabbit","LD50","skin","400 mg/kg","NULL","British Journal of Industrial Medicine., 27(51), 1970 [PMID:5418919]","Diquat",NA
"6795","guinea pig","LD50","oral","100 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LUNGS, THORAX, OR RESPIRATION: DYSPNEA","British Journal of Industrial Medicine., 27(51), 1970 [PMID:5418919]","Diquat",NA
"6795","chicken","LD50","oral","200 mg/kg","NULL","Pesticide Manual., 9(316), 1991","Diquat",NA
"6795","bird - domestic","LD50","oral","295 mg/kg","NULL","Pesticide Manual., 9(316), 1991","Diquat",NA
"6795","domestic animals - goat/sheep","LD50","oral","30 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LUNGS, THORAX, OR RESPIRATION: DYSPNEA","British Journal of Industrial Medicine., 27(51), 1970 [PMID:5418919]","Diquat",NA
"6862","rat","LD50","intraperitoneal","100 mg/kg","NULL","Pesticide & Toxic Chemical News., 9(10), 1980","1-Naphthylacetic acid",NA
"6862","mouse","LD50","oral","743 mg/kg","NULL","Toho Igakkai Zasshi.  Journal of Medical Society of Toho University., 14(132), 1967","1-Naphthylacetic acid",NA
"6862","mouse","LD50","intraperitoneal","609 mg/kg","NULL","Toho Igakkai Zasshi.  Journal of Medical Society of Toho University., 15(443), 1968","1-Naphthylacetic acid",NA
"6862","mouse","LD50","subcutaneous","733 mg/kg","NULL","Toho Igakkai Zasshi.  Journal of Medical Society of Toho University., 15(443), 1968","1-Naphthylacetic acid",NA
"6950","rat","LD50","oral","25 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Toxicology and Applied Pharmacology., 7(353), 1965","Dinoseb",NA
"6950","rat","LD50","skin","80 mg/kg","NULL","World Review of Pest Control., 9(119), 1970","Dinoseb",NA
"6950","mouse","LD50","oral","16 mg/kg","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(61), 1982","Dinoseb",NA
"6950","mouse","LDLo","skin","40 mg/kg","NULL","Toxicology and Applied Pharmacology., 7(353), 1965","Dinoseb",NA
"6950","mouse","LD50","intraperitoneal","10 mg/kg","NULL","Biochemical Pharmacology., 18(1389), 1969 [PMID:5799112]","Dinoseb",NA
"6950","rabbit","LD50","skin","80 mg/kg","NULL","Pesticide Manual., 9(306), 1991","Dinoseb",NA
"6950","guinea pig","LD50","oral","20 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Toxicology and Applied Pharmacology., 7(353), 1965","Dinoseb",NA
"6950","guinea pig","LDLo","skin","500 mg/kg","NULL","Journal of Industrial Hygiene and Toxicology., 30(10), 1948","Dinoseb",NA
"6950","chicken","LD50","oral","26 mg/kg","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A159(1984)","Dinoseb",NA
"6950","duck","LD50","oral","9 mg/kg","NULL","Down to Earth., 35(25), 1979","Dinoseb",NA
"6950","mammal (species unspecified)","LD50","unreported","60 mg/kg","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(98), 1971","Dinoseb",NA
"7153","rat","LD50","oral","650 mg/kg","NULL","World Review of Pest Control., 9(119), 1970","Mecoprop",NA
"7153","mouse","LD50","oral","369 mg/kg","NULL","Roczniki Panstwowego Zakladu Higieny., 31(373), 1980 [PMID:7433826]","Mecoprop",NA
"7153","mouse","LD50","unreported","650 mg/kg","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(173), 1971","Mecoprop",NA
"7153","rabbit","LD50","skin","900 mg/kg","NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(683), 1966","Mecoprop",NA
"7153","quail","LD50","unreported","500 mg/kg","NULL","Farm Chemicals Handbook., -(C193), 1991","Mecoprop",NA
"7153","rat","LD50","intraperitoneal","402 mg/kg","NULL","Toxicology., 3(349), 1975 [PMID:123666]","Mecoprop",NA
"7204","man","LDLo","oral","814 mg/kg","BEHAVIORAL: COMA; VASCULAR: BP LOWERING NOT CHARACTERIZED IN AUTONOMIC SECTION","British Medical Journal., 2(629), 1965","(4-Chloro-2-methylphenoxy)acetic acid",NA
"7204","rat","LD50","oral","700 mg/kg","GASTROINTESTINAL: GASTRITIS; BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LIVER: FATTY LIVER DEGERATION","American Journal of Veterinary Research., 15(622), 1954 [PMID:13207589]","(4-Chloro-2-methylphenoxy)acetic acid",NA
"7204","mouse","LD50","oral","439 mg/kg","NULL","Roczniki Panstwowego Zakladu Higieny., 31(373), 1980 [PMID:7433826]","(4-Chloro-2-methylphenoxy)acetic acid",NA
"7204","mouse","LDLo","subcutaneous","28 mg/kg","NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(711), 1966","(4-Chloro-2-methylphenoxy)acetic acid",NA
"7204","mouse","LD50","intravenous","28 mg/kg","NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(711), 1966","(4-Chloro-2-methylphenoxy)acetic acid",NA
"7204","quail","LD50","unreported","377 mg/kg","NULL","Farm Chemicals Handbook., -(C191), 1991","(4-Chloro-2-methylphenoxy)acetic acid",NA
"7204","guinea pig","LD50","oral","700 mg/kg","NULL","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 31(2)(31), 1987","(4-Chloro-2-methylphenoxy)acetic acid",NA
"7207","rat","LD50","oral","680 mg/kg","NULL","World Review of Pest Control., 9(119), 1970","4-(4-Chloro-2-methylphenoxy)butanoic acid",NA
"7207","mouse","LD50","oral","800 mg/kg","NULL","Farm Chemicals Handbook., -(C303), 1991","4-(4-Chloro-2-methylphenoxy)butanoic acid",NA
"72476","mouse","LD50","oral","9600 mg/kg","NULL","Farm Chemicals Handbook., -(C245), 1991","Polyoxin d",NA
"72476","mouse","LD50","intravenous","100 mg/kg","NULL","CRC Handbook of Antibiotic Compounds, Vols.1- ,  Berdy, J., Boca Raton, FL, CRC Press, 1980, 5(247), 1981","Polyoxin d",NA
"73281","quail","LD50","oral","2250 mg/kg","NULL","Farm Chemicals Handbook., -(C219), 1991","Nicosulfuron",NA
"73282","rat","LD50","oral","5050 mg/kg","NULL","Farm Chemicals Handbook., -(C18), 1991","Triasulfuron",NA
"73282","quail","LD50","oral","2150 mg/kg","NULL","Pesticide Manual., 9(837), 1991","Triasulfuron",NA
"73670","rat","LD50","oral","3200 mg/kg","NULL","Proceedings-British Crop Protection Conference-Pests and Diseases., -(67), 1981","Clofentezine",NA
"73670","rat","LD50","skin","1332 mg/kg","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A543(1984)","Clofentezine",NA
"73670","mouse","LD50","oral","3200 mg/kg","NULL","Proceedings-British Crop Protection Conference-Pests and Diseases., -(67), 1981","Clofentezine",NA
"73670","quail","LD50","oral","750 mg/kg","NULL","Proceedings-British Crop Protection Conference-Pests and Diseases., -(67), 1981","Clofentezine",NA
"73671","rat","LD50","oral","1300 mg/kg","NULL","Pesticide Manual., 9(664), 1991","Paclobutrazol",NA
"73671","mouse","LD50","oral","490 mg/kg","NULL","Pesticide Manual., 9(644), 1991","Paclobutrazol",NA
"73671","rabbit","LD50","oral","840 mg/kg","NULL","Pesticide Manual., 9(644), 1991","Paclobutrazol",NA
"73671","guinea pig","LD50","oral","400 mg/kg","NULL","Pesticide Manual., 9(644), 1991","Paclobutrazol",NA
"73671","duck","LD50","oral","7900 mg/kg","NULL","Pesticide Manual., 9(644), 1991","Paclobutrazol",NA
"73672","rabbit","LD50","skin","200 mg/kg","NULL","Proceedings of the British Crop Protection Conference - Weeds., -(47), 1982","Isoxaben",NA
"7430","rat","LD50","oral","2400 mg/kg","BEHAVIORAL: TREMOR; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA","Office of Toxic Substances Report., OTS","2,6-Dichloro-4-nitroaniline",NA
"7430","mouse","LD50","oral","1500 mg/kg","NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(343), 1966","2,6-Dichloro-4-nitroaniline",NA
"7430","mouse","LD50","intravenous","56 mg/kg","NULL","U.S. Army Armament Research & Development Command, Chemical Systems Laboratory, NIOSH Exchange Chemicals., NX#03022","2,6-Dichloro-4-nitroaniline",NA
"7430","mouse","LD50","unreported","4490 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: EXCITEMENT; BEHAVIORAL: ATAXIA","Gigiena i Sanitariya.  For English translation, see HYSAAV., 54(11)(4), 1989","2,6-Dichloro-4-nitroaniline",NA
"7430","guinea pig","LD50","oral","1450 mg/kg","NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(343), 1966","2,6-Dichloro-4-nitroaniline",NA
"7430","mammal (species unspecified)","LD50","unreported","1500 mg/kg","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(87), 1971","2,6-Dichloro-4-nitroaniline",NA
"784","rat","LD50","oral","1518 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY)","Toho Igakkai Zasshi.  Journal of Medical Society of Toho University., 23(531), 1976","Hydrogen Peroxide",NA
"784","man","LDLo","oral","1429 mg/kg","BEHAVIORAL: COMA; GASTROINTESTINAL: CHANGE IN STRUCTURE OR FUNCTION OF ESOPHAGUS; GASTROINTESTINAL: NAUSEA OR VOMITING","Sudebno-Meditsinskaya Ekspertiza.  Forensic Medical Examination., 17(1)(53), 1974","Hydrogen Peroxide",NA
"784","women","TDLo","oral","1200 mg/kg","GASTROINTESTINAL: GASTRITIS; GASTROINTESTINAL: NAUSEA OR VOMITING","Annals of Emergency Medicine., 21(1391), 1992 [PMID:1416338]","Hydrogen Peroxide",NA
"784","rabbit","LD50","oral","820 mg/kg","GASTROINTESTINAL: PERITONITIS; BLOOD: PIGMENTED OR NUCLEATED RED BLLOD CELLS; BLOOD: CHANGES IN LEUCOCYTE (WBC) COUNT","Spravochnik po Toksikologii i Gigienicheskim Normativam, -(39), 1999","Hydrogen Peroxide",NA
"784","women","TDLo","oral","9460 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: CYANOSIS; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Annals of Emergency Medicine., 18(778), 1989 [PMID:2735599]","Hydrogen Peroxide",NA
"784","child","LDLo","oral","8500 mg/kg","BRAIN AND COVERINGS: OTHER DEGENERATIVE CHANGES; PERIPHERAL NERVE AND SENSATION: SPASTIC PARALYSIS WITH OR WITHOUT SENSORY CHANGE; BLOOD: HEMORRHAGE","Critical Care Medicine., 20(543), 1992 [PMID:1559371]","Hydrogen Peroxide",NA
"784","rat","LD50","oral","910 mg/kg","GASTROINTESTINAL: PERITONITIS; BLOOD: PIGMENTED OR NUCLEATED RED BLLOD CELLS; BLOOD: CHANGES IN LEUCOCYTE (WBC) COUNT","Spravochnik po Toksikologii i Gigienicheskim Normativam, -(39), 1999","Hydrogen Peroxide",NA
"784","rat","LD50","oral","376 mg/kg","GASTROINTESTINAL: PERITONITIS; BLOOD: PIGMENTED OR NUCLEATED RED BLLOD CELLS; BLOOD: CHANGES IN LEUCOCYTE (WBC) COUNT","Spravochnik po Toksikologii i Gigienicheskim Normativam, -(39), 1999","Hydrogen Peroxide",NA
"784","rat","LD50","skin","4060 mg/kg","LUNGS, THORAX, OR RESPIRATION: PULMONARY EMBOLI","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 21(10)(22), 1977","Hydrogen Peroxide",NA
"784","rat","LD50","subcutaneous","620 mg/kg","NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 48(6)(28), 1983","Hydrogen Peroxide",NA
"784","mouse","LD50","intraperitoneal","880 mg/kg","NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 48(6)(28), 1983","Hydrogen Peroxide",NA
"784","mouse","LD50","subcutaneous","1072 mg/kg","NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 48(6)(28), 1983","Hydrogen Peroxide",NA
"784","rabbit","LDLo","skin","500 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","U.S. Army, Chemical Corps Medical Laboratories Research Reports., #75(1951)","Hydrogen Peroxide",NA
"8158","mouse","LD50","intravenous","224 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Acta Pharmacologica et Toxicologica., 18(141), 1961 [PMID:14482340]","Nonanoic acid",NA
"8268","rat","LD50","oral","575 mg/kg","NULL","World Review of Pest Control., 9(119), 1970","Dicofol",NA
"8268","rat","LD50","skin","100 mg/kg","NULL","World Review of Pest Control., 9(119), 1970","Dicofol",NA
"8268","rat","LD50","intraperitoneal","1150 mg/kg","NULL","Toxicology and Applied Pharmacology., 15(30), 1969 [PMID:5798730]","Dicofol",NA
"8268","mouse","LD50","oral","420 mg/kg","NULL","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 19(9)(55), 1975","Dicofol",NA
"8268","rabbit","LD50","oral","1810 mg/kg","BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Toxicology and Applied Pharmacology., 1(119), 1959","Dicofol",NA
"8268","rabbit","LD50","skin","1870 mg/kg","NULL","Guide to the Chemicals Used in Crop Protection., 6(195), 1973","Dicofol",NA
"8268","guinea pig","LD50","oral","1810 mg/kg","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Dicofol",NA
"8268","chicken","LD50","oral","4365 mg/kg","NULL","Veterinariya.  Veterinary Science., 60(10)(64), 1984","Dicofol",NA
"8268","mammal (species unspecified)","LD50","unreported","433 mg/kg","NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 38(8)(101), 1973","Dicofol",NA
"8427","rat","LD50","oral","344 mg/kg","NULL","Acute Toxicity Data. Journal of the American College of Toxicology, Part B., 1(177), 1992","Dichlorprop",NA
"8427","rat","LD50","skin","1880 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY)","Gigiena i Sanitariya.  For English translation, see HYSAAV., 50(9)(22), 1985","Dichlorprop",NA
"8427","mouse","LD50","oral","309 mg/kg","NULL","Roczniki Panstwowego Zakladu Higieny., 31(373), 1980 [PMID:7433826]","Dichlorprop",NA
"8427","mouse","LD50","skin","1400 mg/kg","NULL","Pesticide Index, Frear, E.H., ed., State College, PA, College Science Pub., 1969, 5(76), 1976","Dichlorprop",NA
"8427","mouse","LD50","subcutaneous","1400 mg/kg","NULL","Prehled Prumyslove Toxikologie; Organicke Latky, Marhold, J., Prague, Czechoslovakia, Avicenum, 1986, -(547), 1986","Dichlorprop",NA
"8427","guinea pig","LD50","oral","620 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY); BEHAVIORAL: COMA","Gigiena i Sanitariya.  For English translation, see HYSAAV., 50(9)(22), 1985","Dichlorprop",NA
"86102","rat","LD50","oral","3352 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: ATAXIA; KIDNEY, URETER, AND BLADDER: URINE VOLUME INCREASED","National Technical Information Service., OTS0545183","Tebuconazole",NA
"86102","rat","LD50","intraperitoneal","395 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY); BEHAVIORAL: ATAXIA","National Technical Information Service., OTS0545183","Tebuconazole",NA
"86102","mouse","LD50","oral","1615 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY); BEHAVIORAL: ATAXIA","National Technical Information Service., OTS0545183","Tebuconazole",NA
"86102","chicken","LD50","oral","4488 mg/kg","NULL","Pesticide Manual., 9(785), 1991","Tebuconazole",NA
"86102","quail","LD50","oral","2912 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","National Technical Information Service., OTS0545273","Tebuconazole",NA
"86132","rat","LD50","oral","1020 mg/kg","NULL","Pesticide Manual., 9(215), 1991","Cyproconazole",NA
"86132","mouse","LD50","oral","352 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 22(263), 1997","Cyproconazole",NA
"86132","quail","LD50","oral","150 mg/kg","NULL","Pesticide Manual., 9(215), 1991","Cyproconazole",NA
"86134","rat","LD50","oral","2357 mg/kg","NULL","Pesticide Manual., 9(373), 1991","Fenoxaprop",NA
"86134","mouse","LD50","oral","4670 mg/kg","NULL","Pesticide Manual., 9(373), 1991","Fenoxaprop",NA
"86134","quail","LD50","oral","2510 mg/kg","NULL","Pesticide Manual., 9(373), 1991","Fenoxaprop",NA
