"cid","organism","testtype","route","dose_mg_per_kg","effect","reference","cmpdname"
"6795","rat","LD50","oral",231,"NULL","Pesticide Manual., 9(316), 1991","Diquat"
"6795","mouse","LD50","oral",125,"NULL","Pesticide Manual., 9(316), 1991","Diquat"
"6795","dog","LD50","oral",100,"NULL","Pesticide Manual., 9(316), 1991","Diquat"
"6795","rabbit","LD50","oral",101,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LUNGS, THORAX, OR RESPIRATION: DYSPNEA","British Journal of Industrial Medicine., 27(51), 1970 [PMID:5418919]","Diquat"
"6795","rabbit","LD50","skin",400,"NULL","British Journal of Industrial Medicine., 27(51), 1970 [PMID:5418919]","Diquat"
"6795","guinea pig","LD50","oral",100,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LUNGS, THORAX, OR RESPIRATION: DYSPNEA","British Journal of Industrial Medicine., 27(51), 1970 [PMID:5418919]","Diquat"
"6795","chicken","LD50","oral",200,"NULL","Pesticide Manual., 9(316), 1991","Diquat"
"6795","bird - domestic","LD50","oral",295,"NULL","Pesticide Manual., 9(316), 1991","Diquat"
"6795","domestic animals - goat/sheep","LD50","oral",30,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LUNGS, THORAX, OR RESPIRATION: DYSPNEA","British Journal of Industrial Medicine., 27(51), 1970 [PMID:5418919]","Diquat"
"6862","rat","LD50","oral",1,"NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","1-Naphthylacetic acid"
"6862","rat","LC50","inhalation",207,"NULL","Pesticide & Toxic Chemical News., 9(10), 1980","1-Naphthylacetic acid"
"6862","rat","LD50","intraperitoneal",100,"NULL","Pesticide & Toxic Chemical News., 9(10), 1980","1-Naphthylacetic acid"
"6862","mouse","LD50","oral",743,"NULL","Toho Igakkai Zasshi.  Journal of Medical Society of Toho University., 14(132), 1967","1-Naphthylacetic acid"
"6862","mouse","LD50","intraperitoneal",609,"NULL","Toho Igakkai Zasshi.  Journal of Medical Society of Toho University., 15(443), 1968","1-Naphthylacetic acid"
"6862","mouse","LD50","subcutaneous",733,"NULL","Toho Igakkai Zasshi.  Journal of Medical Society of Toho University., 15(443), 1968","1-Naphthylacetic acid"
"6862","rabbit","LD50","skin",5,"NULL","Pesticide Manual., 9(607), 1991","1-Naphthylacetic acid"
"6950","rat","LD50","oral",25,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Toxicology and Applied Pharmacology., 7(353), 1965","Dinoseb"
"6950","rat","LD50","skin",80,"NULL","World Review of Pest Control., 9(119), 1970","Dinoseb"
"6950","rat","LD50","subcutaneous",20368,"NULL","Journal of Pharmacy and Pharmacology., 4(1062), 1952 [PMID:13023562]","Dinoseb"
"6950","mouse","LD50","oral",16,"NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(61), 1982","Dinoseb"
"6950","mouse","LDLo","skin",40,"NULL","Toxicology and Applied Pharmacology., 7(353), 1965","Dinoseb"
"6950","mouse","LD50","intraperitoneal",10,"NULL","Biochemical Pharmacology., 18(1389), 1969 [PMID:5799112]","Dinoseb"
"6950","cat","LCLo","inhalation",45,"NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(61), 1982","Dinoseb"
"6950","rabbit","LD50","skin",80,"NULL","Pesticide Manual., 9(306), 1991","Dinoseb"
"6950","guinea pig","LD50","oral",20,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Toxicology and Applied Pharmacology., 7(353), 1965","Dinoseb"
"6950","guinea pig","LDLo","skin",500,"NULL","Journal of Industrial Hygiene and Toxicology., 30(10), 1948","Dinoseb"
"6950","chicken","LD50","oral",26,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A159(1984)","Dinoseb"
"6950","duck","LD50","oral",9,"NULL","Down to Earth., 35(25), 1979","Dinoseb"
"6950","mammal (species unspecified)","LD50","unreported",60,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(98), 1971","Dinoseb"
"6950","bird - wild","LD50","oral",7100,"NULL","Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]","Dinoseb"
"7153","rat","LD50","oral",650,"NULL","World Review of Pest Control., 9(119), 1970","Mecoprop"
"7153","mouse","LD50","oral",369,"NULL","Roczniki Panstwowego Zakladu Higieny., 31(373), 1980 [PMID:7433826]","Mecoprop"
"7153","mouse","LD50","unreported",650,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(173), 1971","Mecoprop"
"7153","rabbit","LD50","skin",900,"NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(683), 1966","Mecoprop"
"7153","quail","LD50","unreported",500,"NULL","Farm Chemicals Handbook., -(C193), 1991","Mecoprop"
"7153","rat","LD50","intraperitoneal",402,"NULL","Toxicology., 3(349), 1975 [PMID:123666]","Mecoprop"
"7204","man","LDLo","oral",814,"BEHAVIORAL: COMA; VASCULAR: BP LOWERING NOT CHARACTERIZED IN AUTONOMIC SECTION","British Medical Journal., 2(629), 1965","(4-Chloro-2-methylphenoxy)acetic acid"
"7204","rat","LD50","oral",700,"GASTROINTESTINAL: GASTRITIS; BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LIVER: FATTY LIVER DEGERATION","American Journal of Veterinary Research., 15(622), 1954 [PMID:13207589]","(4-Chloro-2-methylphenoxy)acetic acid"
"7204","rat","LC50","inhalation",1370,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Acute Toxicity Data. Journal of the American College of Toxicology, Part B., 1(86), 1990","(4-Chloro-2-methylphenoxy)acetic acid"
"7204","rat","LD50","skin",1,"NULL","World Review of Pest Control., 9(119), 1970","(4-Chloro-2-methylphenoxy)acetic acid"
"7204","mouse","LD50","oral",439,"NULL","Roczniki Panstwowego Zakladu Higieny., 31(373), 1980 [PMID:7433826]","(4-Chloro-2-methylphenoxy)acetic acid"
"7204","mouse","LDLo","subcutaneous",28,"NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(711), 1966","(4-Chloro-2-methylphenoxy)acetic acid"
"7204","mouse","LD50","intravenous",28,"NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(711), 1966","(4-Chloro-2-methylphenoxy)acetic acid"
"7204","rabbit","LD50","skin",2,"NULL","Acute Toxicity Data. Journal of the American College of Toxicology, Part B., 1(86), 1990","(4-Chloro-2-methylphenoxy)acetic acid"
"7204","quail","LD50","unreported",377,"NULL","Farm Chemicals Handbook., -(C191), 1991","(4-Chloro-2-methylphenoxy)acetic acid"
"7204","guinea pig","LD50","oral",700,"NULL","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 31(2)(31), 1987","(4-Chloro-2-methylphenoxy)acetic acid"
"7207","rat","LD50","oral",680,"NULL","World Review of Pest Control., 9(119), 1970","4-(4-Chloro-2-methylphenoxy)butanoic acid"
"7207","mouse","LD50","oral",800,"NULL","Farm Chemicals Handbook., -(C303), 1991","4-(4-Chloro-2-methylphenoxy)butanoic acid"
"72476","mouse","LD50","oral",9600,"NULL","Farm Chemicals Handbook., -(C245), 1991","Polyoxin d"
"72476","mouse","LD50","intravenous",100,"NULL","CRC Handbook of Antibiotic Compounds, Vols.1- ,  Berdy, J., Boca Raton, FL, CRC Press, 1980, 5(247), 1981","Polyoxin d"
"73281","rat","LD50","oral",5,"NULL","Farm Chemicals Handbook., -(C219), 1991","Nicosulfuron"
"73281","rabbit","LD50","skin",2,"NULL","Farm Chemicals Handbook., -(C219), 1991","Nicosulfuron"
"73281","quail","LD50","oral",2250,"NULL","Farm Chemicals Handbook., -(C219), 1991","Nicosulfuron"
"73282","rat","LD50","oral",5050,"NULL","Farm Chemicals Handbook., -(C18), 1991","Triasulfuron"
"73282","rat","LC50","inhalation",2320,"NULL","Farm Chemicals Handbook., -(C18), 1991","Triasulfuron"
"73282","rat","LD50","skin",2,"NULL","Pesticide Manual., 9(837), 1991","Triasulfuron"
"73282","rabbit","LD50","skin",2,"NULL","Farm Chemicals Handbook., -(C18), 1991","Triasulfuron"
"73282","quail","LD50","oral",2150,"NULL","Pesticide Manual., 9(837), 1991","Triasulfuron"
"73670","rat","LD50","oral",3200,"NULL","Proceedings-British Crop Protection Conference-Pests and Diseases., -(67), 1981","Clofentezine"
"73670","rat","LC50","inhalation",9,"NULL","Pesticide Manual., 9(177), 1991","Clofentezine"
"73670","rat","LD50","skin",1332,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A543(1984)","Clofentezine"
"73670","mouse","LD50","oral",3200,"NULL","Proceedings-British Crop Protection Conference-Pests and Diseases., -(67), 1981","Clofentezine"
"73670","quail","LD50","oral",750,"NULL","Proceedings-British Crop Protection Conference-Pests and Diseases., -(67), 1981","Clofentezine"
"73670","duck","LD50","oral",3,"NULL","Proceedings-British Crop Protection Conference-Pests and Diseases., -(67), 1981","Clofentezine"
"73670","duck","LD50","unreported",3,"NULL","Defense des Vegetaux., 39(231)(11), 1985","Clofentezine"
"73671","rat","LD50","oral",1300,"NULL","Pesticide Manual., 9(664), 1991","Paclobutrazol"
"73671","rat","LC50","inhalation",369,"NULL","Farm Chemicals Handbook., -(C228), 1991","Paclobutrazol"
"73671","rat","LD50","skin",1,"NULL","Pesticide Manual., 9(644), 1991","Paclobutrazol"
"73671","mouse","LD50","oral",490,"NULL","Pesticide Manual., 9(644), 1991","Paclobutrazol"
"73671","rabbit","LD50","oral",840,"NULL","Pesticide Manual., 9(644), 1991","Paclobutrazol"
"73671","rabbit","LD50","skin",1,"NULL","Pesticide Manual., 9(644), 1991","Paclobutrazol"
"73671","guinea pig","LD50","oral",400,"NULL","Pesticide Manual., 9(644), 1991","Paclobutrazol"
"73671","duck","LD50","oral",7900,"NULL","Pesticide Manual., 9(644), 1991","Paclobutrazol"
"73672","rat","LD50","oral",10,"NULL","Proceedings of the British Crop Protection Conference - Weeds., -(47), 1982","Isoxaben"
"73672","rat","LC50","inhalation",1990,"NULL","Proceedings of the British Crop Protection Conference - Weeds., -(47), 1982","Isoxaben"
"73672","rat","LD50","intraperitoneal",2,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A670(1984)","Isoxaben"
"73672","mouse","LD50","oral",10,"NULL","Proceedings of the British Crop Protection Conference - Weeds., -(47), 1982","Isoxaben"
"73672","mouse","LD50","intraperitoneal",5,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A670(1984)","Isoxaben"
"73672","dog","LD50","oral",5,"NULL","Defense des Vegetaux., 39(233)(2), 1985","Isoxaben"
"73672","rabbit","LD50","skin",200,"NULL","Proceedings of the British Crop Protection Conference - Weeds., -(47), 1982","Isoxaben"
"73672","quail","LD50","oral",2,"NULL","Pesticide Manual., 9(510), 1991","Isoxaben"
"7430","rat","LD50","oral",2400,"BEHAVIORAL: TREMOR; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA","Office of Toxic Substances Report., OTS","2,6-Dichloro-4-nitroaniline"
"7430","mouse","LD50","oral",1500,"NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(343), 1966","2,6-Dichloro-4-nitroaniline"
"7430","mouse","LD50","skin",5,"NULL","Pesticide Manual., 9(265), 1991","2,6-Dichloro-4-nitroaniline"
"7430","mouse","LD50","intravenous",56,"NULL","U.S. Army Armament Research & Development Command, Chemical Systems Laboratory, NIOSH Exchange Chemicals., NX#03022","2,6-Dichloro-4-nitroaniline"
"7430","mouse","LD50","unreported",4490,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: EXCITEMENT; BEHAVIORAL: ATAXIA","Gigiena i Sanitariya.  For English translation, see HYSAAV., 54(11)(4), 1989","2,6-Dichloro-4-nitroaniline"
"7430","guinea pig","LD50","oral",1450,"NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(343), 1966","2,6-Dichloro-4-nitroaniline"
"7430","duck","LD50","oral",2,"NULL","Pesticide Manual., 9(265), 1991","2,6-Dichloro-4-nitroaniline"
"7430","mammal (species unspecified)","LD50","unreported",1500,"NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(87), 1971","2,6-Dichloro-4-nitroaniline"
"7430","rat","LC50","inhalation",21600,"NULL","Pesticide Manual., 9(265), 1991","2,6-Dichloro-4-nitroaniline"
"7430","rabbit","LD50","skin",2,"NULL","Pesticide Manual., 9(265), 1991","2,6-Dichloro-4-nitroaniline"
"784","child","LDLo","oral",12,"BEHAVIORAL: SLEEP; LUNGS, THORAX, OR RESPIRATION: ACUTE PULMONARY EDEMA; GASTROINTESTINAL: OTHER CHANGES","American Journal of Forensic Medicine and Pathology., 15(44), 1994","Hydrogen Peroxide"
"784","man","TDLo","parenteral",5714,"CARDIAC: PULSE RATE INCREASE WITHOUT FALL IN BP; LUNGS, THORAX, OR RESPIRATION: ACUTE PULMONARY EDEMA","Intensive Care Medicine., 21(287), 1995","Hydrogen Peroxide"
"784","rat","LD50","oral",1518,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY)","Toho Igakkai Zasshi.  Journal of Medical Society of Toho University., 23(531), 1976","Hydrogen Peroxide"
"784","women","LDLo","oral",2626,"BEHAVIORAL: COMA; LUNGS, THORAX, OR RESPIRATION: CYANOSIS; GASTROINTESTINAL: NAUSEA OR VOMITING","Sudebno-Meditsinskaya Ekspertiza.  Forensic Medical Examination., 17(1)(53), 1974","Hydrogen Peroxide"
"784","man","LDLo","oral",1429,"BEHAVIORAL: COMA; GASTROINTESTINAL: CHANGE IN STRUCTURE OR FUNCTION OF ESOPHAGUS; GASTROINTESTINAL: NAUSEA OR VOMITING","Sudebno-Meditsinskaya Ekspertiza.  Forensic Medical Examination., 17(1)(53), 1974","Hydrogen Peroxide"
"784","women","TDLo","oral",1200,"GASTROINTESTINAL: GASTRITIS; GASTROINTESTINAL: NAUSEA OR VOMITING","Annals of Emergency Medicine., 21(1391), 1992 [PMID:1416338]","Hydrogen Peroxide"
"784","rat","LD50","skin",3,"NULL","Spravochnik po Toksikologii i Gigienicheskim Normativam, -(39), 1999","Hydrogen Peroxide"
"784","mouse","LD50","intravenous",50,"NULL","Hunan Yixueyuan Xuebao.  Journal of Hunan Medical College., 5(39), 1980","Hydrogen Peroxide"
"784","rabbit","LD50","oral",820,"GASTROINTESTINAL: PERITONITIS; BLOOD: PIGMENTED OR NUCLEATED RED BLLOD CELLS; BLOOD: CHANGES IN LEUCOCYTE (WBC) COUNT","Spravochnik po Toksikologii i Gigienicheskim Normativam, -(39), 1999","Hydrogen Peroxide"
"784","women","TDLo","oral",9460,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: CYANOSIS; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Annals of Emergency Medicine., 18(778), 1989 [PMID:2735599]","Hydrogen Peroxide"
"784","child","LDLo","oral",9,"BRAIN AND COVERINGS: OTHER DEGENERATIVE CHANGES; PERIPHERAL NERVE AND SENSATION: SPASTIC PARALYSIS WITH OR WITHOUT SENSORY CHANGE; LUNGS, THORAX, OR RESPIRATION: CYANOSIS","American Journal of Forensic Medicine and Pathology., 15(44), 1994","Hydrogen Peroxide"
"784","child","LDLo","oral",8500,"BRAIN AND COVERINGS: OTHER DEGENERATIVE CHANGES; PERIPHERAL NERVE AND SENSATION: SPASTIC PARALYSIS WITH OR WITHOUT SENSORY CHANGE; BLOOD: HEMORRHAGE","Critical Care Medicine., 20(543), 1992 [PMID:1559371]","Hydrogen Peroxide"
"784","rat","LD50","oral",910,"GASTROINTESTINAL: PERITONITIS; BLOOD: PIGMENTED OR NUCLEATED RED BLLOD CELLS; BLOOD: CHANGES IN LEUCOCYTE (WBC) COUNT","Spravochnik po Toksikologii i Gigienicheskim Normativam, -(39), 1999","Hydrogen Peroxide"
"784","rat","LD50","oral",376,"GASTROINTESTINAL: PERITONITIS; BLOOD: PIGMENTED OR NUCLEATED RED BLLOD CELLS; BLOOD: CHANGES IN LEUCOCYTE (WBC) COUNT","Spravochnik po Toksikologii i Gigienicheskim Normativam, -(39), 1999","Hydrogen Peroxide"
"784","rat","LC50","inhalation",2,"LUNGS, THORAX, OR RESPIRATION: PULMONARY EMBOLI","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 21(10)(22), 1977","Hydrogen Peroxide"
"784","rat","LD50","skin",4060,"LUNGS, THORAX, OR RESPIRATION: PULMONARY EMBOLI","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 21(10)(22), 1977","Hydrogen Peroxide"
"784","rat","LD50","subcutaneous",620,"NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 48(6)(28), 1983","Hydrogen Peroxide"
"784","mouse","LD50","oral",2,"NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 48(6)(28), 1983","Hydrogen Peroxide"
"784","mouse","LCLo","inhalation",227,"NULL","Archives of Environmental Health., 4(327), 1962 [PMID:13917392]","Hydrogen Peroxide"
"784","mouse","LD50","skin",12,"NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 48(6)(28), 1983","Hydrogen Peroxide"
"784","mouse","LD50","intraperitoneal",880,"NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 48(6)(28), 1983","Hydrogen Peroxide"
"784","mouse","LD50","subcutaneous",1072,"NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 48(6)(28), 1983","Hydrogen Peroxide"
"784","rabbit","LDLo","skin",500,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","U.S. Army, Chemical Corps Medical Laboratories Research Reports., #75(1951)","Hydrogen Peroxide"
"784","rabbit","LD50","intravenous",15,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","U.S. Army, Chemical Corps Medical Laboratories Research Reports., #75(1951)","Hydrogen Peroxide"
"784","pig","LDLo","skin",2,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","U.S. Army, Chemical Corps Medical Laboratories Research Reports., #75(1951)","Hydrogen Peroxide"
"8158","rat","LD50","oral",5,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 24(421), 1999","Nonanoic acid"
"8158","rat","LD50","skin",2,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 24(421), 1999","Nonanoic acid"
"8158","mouse","LD50","oral",5,"NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 24(421), 1999","Nonanoic acid"
"8158","mouse","LD50","intravenous",224,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Acta Pharmacologica et Toxicologica., 18(141), 1961 [PMID:14482340]","Nonanoic acid"
"8268","women","TDLo","oral",800,"SENSE ORGANS AND SPECIAL SENSES: MIOSIS (PUPILLARY CONSTRICTION): EYE; BEHAVIORAL: EXCITEMENT; GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","Gekkan Yakuji.  Pharmaceuticals Monthly., 34(1232), 1992","Dicofol"
"8268","rat","LD50","oral",575,"NULL","World Review of Pest Control., 9(119), 1970","Dicofol"
"8268","rat","LC50","inhalation",5,"NULL","Pesticide Manual., 9(267), 1991","Dicofol"
"8268","rat","LD50","skin",100,"NULL","World Review of Pest Control., 9(119), 1970","Dicofol"
"8268","rat","LD50","intraperitoneal",1150,"NULL","Toxicology and Applied Pharmacology., 15(30), 1969 [PMID:5798730]","Dicofol"
"8268","mouse","LD50","oral",420,"NULL","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 19(9)(55), 1975","Dicofol"
"8268","dog","LD50","oral",4,"NULL","VM/SAC, Veterinary Medicine and Small Animal Clinician., 74(1119), 1979 [PMID:260541]","Dicofol"
"8268","rabbit","LD50","oral",1810,"BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Toxicology and Applied Pharmacology., 1(119), 1959","Dicofol"
"8268","rabbit","LD50","skin",1870,"NULL","Guide to the Chemicals Used in Crop Protection., 6(195), 1973","Dicofol"
"8268","guinea pig","LD50","oral",1810,"NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Dicofol"
"8268","chicken","LD50","oral",4365,"NULL","Veterinariya.  Veterinary Science., 60(10)(64), 1984","Dicofol"
"8268","mammal (species unspecified)","LD50","unreported",433,"NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 38(8)(101), 1973","Dicofol"
"8427","rat","LD50","oral",344,"NULL","Acute Toxicity Data. Journal of the American College of Toxicology, Part B., 1(177), 1992","Dichlorprop"
"8427","rat","LC","inhalation",1600,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 27(9)(50), 1983","Dichlorprop"
"8427","rat","LD50","skin",1880,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY)","Gigiena i Sanitariya.  For English translation, see HYSAAV., 50(9)(22), 1985","Dichlorprop"
"8427","mouse","LD50","oral",309,"NULL","Roczniki Panstwowego Zakladu Higieny., 31(373), 1980 [PMID:7433826]","Dichlorprop"
"8427","mouse","LD50","skin",1400,"NULL","Pesticide Index, Frear, E.H., ed., State College, PA, College Science Pub., 1969, 5(76), 1976","Dichlorprop"
"8427","mouse","LD50","subcutaneous",1400,"NULL","Prehled Prumyslove Toxikologie; Organicke Latky, Marhold, J., Prague, Czechoslovakia, Avicenum, 1986, -(547), 1986","Dichlorprop"
"8427","guinea pig","LD50","oral",620,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY); BEHAVIORAL: COMA","Gigiena i Sanitariya.  For English translation, see HYSAAV., 50(9)(22), 1985","Dichlorprop"
"86102","rat","LD50","oral",3352,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: ATAXIA; KIDNEY, URETER, AND BLADDER: URINE VOLUME INCREASED","National Technical Information Service., OTS0545183","Tebuconazole"
"86102","rat","LC50","inhalation",800,"NULL","Pesticide Manual., 9(785), 1991","Tebuconazole"
"86102","rat","LD50","skin",5,"NULL","Farm Chemicals Handbook., -(C294), 1991","Tebuconazole"
"86102","rat","LD50","intraperitoneal",395,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY); BEHAVIORAL: ATAXIA","National Technical Information Service., OTS0545183","Tebuconazole"
"86102","mouse","LD50","oral",1615,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY); BEHAVIORAL: ATAXIA","National Technical Information Service., OTS0545183","Tebuconazole"
"86102","rabbit","LD50","oral",1,"BEHAVIORAL: FOOD INTAKE (ANIMAL)","National Technical Information Service., OTS0545183","Tebuconazole"
"86102","chicken","LD50","oral",4488,"NULL","Pesticide Manual., 9(785), 1991","Tebuconazole"
"86102","quail","LD50","oral",2912,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","National Technical Information Service., OTS0545273","Tebuconazole"
"86102","bird - domestic","LD50","oral",1,"NULL","Pesticide Manual., 9(785), 1991","Tebuconazole"
"86132","rat","LD50","oral",1020,"NULL","Pesticide Manual., 9(215), 1991","Cyproconazole"
"86132","rat","LC50","inhalation",5650,"NULL","Pesticide Manual., 9(215), 1991","Cyproconazole"
"86132","rat","LD50","skin",2,"NULL","Pesticide Manual., 9(215), 1991","Cyproconazole"
"86132","mouse","LD50","oral",352,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 22(263), 1997","Cyproconazole"
"86132","quail","LD50","oral",150,"NULL","Pesticide Manual., 9(215), 1991","Cyproconazole"
"86134","rat","LD50","oral",2357,"NULL","Pesticide Manual., 9(373), 1991","Fenoxaprop"
"86134","mouse","LD50","oral",4670,"NULL","Pesticide Manual., 9(373), 1991","Fenoxaprop"
"86134","rabbit","LD50","skin",1,"NULL","Pesticide Manual., 9(373), 1991","Fenoxaprop"
"86134","quail","LD50","oral",2510,"NULL","Pesticide Manual., 9(373), 1991","Fenoxaprop"
"86138","rat","LD50","oral",2,"NULL","Pesticide Manual., 9(157), 1991","Fenbuconazole"
"86138","rat","LC50","inhalation",2100,"NULL","Pesticide Manual., 9(157), 1991","Fenbuconazole"
"86138","rat","LD50","skin",5,"NULL","Pesticide Manual., 9(157), 1991","Fenbuconazole"
"86138","rat","LD50","oral",2,"NULL","Farm Chemicals Handbook., -(C264), 1991","Fenbuconazole"
"86138","rabbit","LD50","skin",5,"NULL","Farm Chemicals Handbook., -(C264), 1991","Fenbuconazole"
"86173","rat","LD50","oral",1453,"NULL","Pesticide Manual., 9(277), 1991","Difenoconazole"
"86173","rat","LC50","inhalation",45,"NULL","Pesticide Manual., 9(277), 1991","Difenoconazole"
"86173","rabbit","LD50","skin",2010,"NULL","Pesticide Manual., 9(277), 1991","Difenoconazole"
"86173","duck","LD50","oral",2150,"NULL","Pesticide Manual., 9(277), 1991","Difenoconazole"
"8617","rat","LD","oral",500,"NULL","National Academy of Sciences, National Research Council, Chemical-Biological Coordination Center, Review., 5(7), 1953","Indole-3-butyric acid"
"8617","mouse","LD50","oral",100,"NULL","Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 3(76), 1976/1977","Indole-3-butyric acid"
"8617","mouse","LD50","intraperitoneal",100,"NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A231(1983)","Indole-3-butyric acid"
